;A11;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;cluster
3887;1;2;3;3;2;3;3;4;2;1;3;1;4;4;1;3;3;2;2;3;2;2;3;2;4;1;2;2;2;2;1;1;2;2;1;2;2;3;0
3888;0;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;2;2;3;3;2;2;3;2;4;3;3;4;3;2;3;4;4;4;4;3;4;2
3889;1;2;3;4;3;3;2;1;2;2;2;2;2;3;2;2;2;2;3;2;2;2;3;2;1;2;2;2;2;3;2;2;2;2;2;2;3;1;0
3890;0;3;3;3;3;2;2;3;3;1;2;2;4;4;3;3;3;2;2;3;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3891;1;2;4;4;4;2;3;4;3;3;3;3;4;4;2;2;3;2;1;3;2;2;3;2;3;1;2;2;1;1;1;2;2;2;2;3;2;3;3
3892;1;3;3;3;3;3;2;2;3;2;3;2;3;3;3;3;2;2;3;2;3;2;3;3;2;2;3;3;3;3;2;3;3;3;2;3;3;2;3
3893;1;2;3;2;2;2;1;1;2;1;2;1;4;1;2;2;1;1;1;2;2;2;2;2;2;3;2;2;3;2;1;2;2;3;1;2;1;1;0
3894;1;2;2;2;2;3;2;2;3;3;3;2;3;3;2;2;2;2;2;3;1;2;3;3;2;1;1;2;1;1;1;2;2;3;3;2;2;2;0
3895;1;2;3;3;3;2;1;1;3;2;3;1;3;3;1;2;3;1;1;3;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3896;1;2;3;3;2;3;3;2;2;4;3;3;3;2;3;2;2;2;1;2;2;2;3;2;2;3;2;3;3;2;2;2;2;2;2;2;2;2;0
3897;0;2;4;4;4;2;2;1;3;1;1;2;3;2;2;2;1;2;2;2;2;1;3;1;4;2;2;3;1;2;2;3;2;4;2;3;3;4;3
3898;1;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3899;1;2;2;2;2;2;2;1;2;1;2;1;3;2;1;3;2;1;2;2;2;2;3;2;2;2;1;1;2;2;1;1;2;1;1;1;1;2;1
3900;1;2;2;2;2;3;3;2;2;3;2;2;3;3;3;2;2;2;2;3;3;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;0
3901;1;1;1;1;1;4;4;1;1;1;3;1;2;1;1;1;2;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3902;1;2;3;3;3;2;2;3;3;2;2;2;3;2;2;3;3;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;3;2;2;3;2;3;3
3903;1;3;2;2;3;3;2;3;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;3;2;2;3;2;0
3904;1;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;0
3905;1;1;2;2;2;4;3;1;1;2;2;1;3;2;1;1;2;1;1;3;2;1;4;1;1;1;1;1;2;1;1;2;1;3;2;2;1;1;1
3906;1;2;3;3;4;2;2;2;3;2;3;3;3;3;3;3;3;2;2;3;2;2;2;3;3;2;2;3;3;2;2;3;3;2;3;3;2;3;3
3907;1;2;4;3;3;3;3;4;3;4;4;3;2;4;2;4;3;2;4;4;2;2;3;2;4;3;3;2;3;2;3;3;2;3;3;3;3;3;3
3908;1;2;2;3;3;4;2;1;1;1;2;1;3;2;1;1;2;1;1;2;2;1;2;1;1;2;1;1;2;1;3;1;2;2;2;2;1;1;1
3909;1;3;3;3;4;3;2;4;3;2;3;1;4;4;3;3;4;1;2;2;1;2;2;2;3;2;3;2;1;2;2;2;2;2;3;3;3;2;3
3910;1;2;3;3;3;3;3;2;2;4;2;2;3;4;2;1;4;2;1;3;3;2;4;3;3;2;2;2;2;2;2;2;3;3;2;3;3;2;3
3911;1;2;3;2;2;2;2;3;3;3;2;3;3;2;2;3;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;0
3912;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;3;1;3;1;1;3;1;1;3;1
3913;1;2;4;4;4;4;3;1;2;4;4;2;2;4;2;2;1;2;2;2;2;2;2;2;3;1;1;1;2;2;1;1;1;1;2;3;1;1;0
3914;1;4;3;3;2;1;1;1;2;1;3;1;4;2;1;3;1;1;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3915;0;2;2;2;2;3;2;3;2;2;2;2;3;3;3;2;2;2;2;3;3;2;3;2;3;2;2;2;3;2;3;2;2;2;2;2;2;3;0
3916;1;3;3;3;3;2;2;3;3;2;4;3;3;3;3;3;3;2;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3917;1;3;3;3;3;3;3;3;4;2;3;1;4;3;3;2;4;1;3;4;3;1;3;3;4;2;1;2;2;2;3;1;3;3;3;4;3;4;3
3918;1;1;2;2;2;3;2;1;1;1;2;1;2;2;1;1;2;1;2;3;2;1;4;2;2;1;2;1;2;2;1;1;2;1;2;2;1;1;1
3919;1;2;1;2;2;2;2;2;3;2;3;1;3;2;2;2;1;2;1;3;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1
3920;0;3;3;2;3;3;2;3;3;3;3;2;3;3;3;3;4;3;3;3;3;2;2;3;3;2;2;2;2;2;2;3;2;2;3;3;3;3;3
3921;1;2;3;2;3;3;3;2;3;1;2;2;3;3;2;2;3;2;2;3;2;2;3;2;2;3;2;3;3;2;2;3;4;3;3;3;1;2;3
3922;1;3;3;3;3;2;2;2;3;3;2;1;3;3;2;3;1;2;2;2;2;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3923;1;2;4;3;4;4;3;4;3;2;2;4;3;4;2;2;2;2;1;3;4;2;4;2;2;2;2;2;1;1;1;1;2;3;2;4;2;1;3
3924;1;3;2;3;3;3;2;3;2;2;2;2;3;3;3;2;4;2;2;2;2;2;3;2;2;2;2;2;3;3;2;2;2;4;3;2;2;3;3
3925;1;3;3;3;2;3;2;3;3;1;2;1;3;1;2;2;4;1;1;2;1;1;1;3;2;1;1;1;3;1;1;2;2;2;1;2;1;2;0
3926;1;1;3;2;2;2;2;2;2;1;2;1;2;2;1;3;2;1;1;3;2;1;2;2;1;1;1;2;1;2;1;1;1;3;1;1;1;1;1
3927;1;3;3;3;3;2;3;4;3;2;3;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
3928;0;2;4;3;2;3;2;4;3;1;3;2;3;4;3;3;2;2;2;3;3;2;3;3;4;3;3;2;2;2;2;2;3;3;2;4;1;4;3
3929;1;2;2;2;2;4;3;4;2;2;2;1;2;2;2;2;1;1;1;3;2;2;4;2;4;1;1;1;2;2;2;1;2;2;2;2;2;1;0
3930;1;3;4;3;3;2;3;1;3;2;3;2;3;4;2;3;4;2;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;2;3;3;2;1;3
3931;1;2;2;3;3;3;2;2;2;2;3;2;3;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3932;1;2;3;3;2;3;2;4;3;2;2;2;3;2;2;3;2;2;2;3;2;1;3;3;4;1;1;1;1;1;1;2;1;3;2;3;2;4;0
3933;0;2;4;3;3;3;2;3;3;2;3;1;3;3;3;3;4;2;2;3;3;2;3;3;3;3;3;2;3;3;4;3;3;3;2;3;2;4;3
3934;1;2;1;2;2;2;1;1;2;1;2;1;4;1;1;2;2;2;2;3;2;2;3;3;1;2;2;2;3;1;2;2;2;3;1;2;1;1;0
3935;1;2;3;1;2;2;3;1;2;1;2;1;2;1;2;1;1;1;2;3;2;1;4;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1
3936;0;4;4;2;3;3;2;3;4;2;3;4;4;4;3;2;4;2;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;3
3937;1;2;4;3;4;2;4;4;3;2;3;2;3;3;3;3;4;2;2;3;2;2;3;3;2;2;3;2;2;3;2;3;3;4;3;3;2;2;3
3938;1;2;2;3;1;3;3;1;2;2;2;1;3;1;2;3;1;2;2;2;3;2;3;2;2;2;2;3;3;3;1;2;3;3;2;3;2;1;0
3939;1;2;4;4;4;4;1;4;2;3;4;2;3;4;2;2;4;2;1;2;2;2;2;2;3;2;2;2;3;2;1;2;2;2;1;2;2;2;3
3940;1;2;3;2;3;1;2;1;2;1;2;2;3;1;1;2;1;1;2;2;2;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1
3941;1;3;3;3;4;3;2;2;3;4;2;1;3;4;2;2;2;2;1;4;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3942;1;2;1;2;1;3;2;1;2;1;2;1;3;2;2;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;1;2;2;2;1;1;1;1;1
3943;1;2;2;2;2;3;2;1;1;2;2;1;3;2;2;2;3;2;2;3;2;1;4;2;1;2;2;1;2;1;2;1;1;2;1;2;2;1;1
3944;1;1;1;1;1;3;3;3;1;1;2;1;3;1;1;1;1;1;1;3;2;1;3;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1
3945;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1
3946;1;2;2;2;2;3;2;3;2;1;2;1;2;2;2;1;2;1;2;3;2;1;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;0
3947;0;2;2;2;2;2;2;2;2;2;2;2;3;2;3;1;3;2;1;1;2;3;3;2;2;3;2;2;2;1;3;2;4;2;2;1;3;3;0
3948;0;2;3;3;3;2;2;1;3;2;3;1;4;2;2;2;4;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3;2;2;3;2;3
3949;1;1;3;2;2;3;2;1;1;2;2;1;3;2;1;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
3950;1;2;3;3;3;2;3;3;3;3;3;3;3;4;3;2;3;2;2;3;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3
3951;1;1;4;2;4;1;2;4;4;4;3;4;2;4;2;2;4;1;1;1;2;2;3;1;2;1;1;1;2;1;1;1;2;2;1;1;3;3;0
3952;1;3;4;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;1;3;3;2;2;2;3;3;3;2;2;3;3;2;2;2;3
3953;1;2;3;3;2;3;3;1;2;2;2;1;3;4;2;2;1;2;2;2;3;2;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0
3954;0;2;3;3;3;3;2;2;3;3;3;2;3;4;3;2;3;2;2;3;3;2;3;3;4;3;3;2;4;2;4;3;3;3;3;3;3;4;3
3955;1;2;2;3;2;4;3;4;2;2;2;2;2;4;3;2;3;1;1;2;1;2;3;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;1
3956;1;1;2;2;2;3;2;1;1;1;2;1;2;2;1;1;2;1;1;3;2;1;2;2;1;2;2;2;1;1;1;1;1;2;2;2;1;1;1
3957;1;2;3;3;3;3;2;2;2;2;2;2;3;3;1;1;3;2;1;2;2;1;3;2;3;1;2;2;1;1;1;2;1;3;3;2;2;1;0
3958;1;3;3;3;3;2;3;4;4;2;2;2;4;4;4;4;4;2;2;2;3;3;2;2;4;4;2;3;4;2;2;2;4;2;3;3;2;2;3
3959;0;2;3;3;3;2;2;2;2;2;2;2;3;3;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3960;1;2;4;4;4;2;4;1;4;2;4;1;4;4;1;1;2;2;4;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3
3961;1;1;3;2;1;3;3;4;1;1;2;1;1;3;1;1;2;1;1;3;3;1;1;2;4;1;1;1;2;1;1;1;1;3;1;2;1;1;1
3962;1;2;2;2;2;3;3;4;2;3;2;3;3;4;2;2;4;2;2;2;2;2;3;2;3;2;1;2;2;2;1;2;2;3;3;3;3;3;3
3963;1;2;3;2;2;2;2;3;2;2;3;2;3;3;2;3;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3964;1;3;4;3;2;4;2;3;3;2;3;1;4;2;1;3;3;1;1;3;1;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;0
3965;1;2;3;3;2;2;1;1;2;2;3;2;1;2;1;2;1;1;1;2;1;1;3;1;1;3;2;1;1;1;1;2;2;2;1;2;1;1;1
3966;1;2;3;3;2;3;1;2;2;3;2;1;3;2;3;3;3;2;1;2;1;2;3;2;2;2;1;3;1;2;1;3;3;3;2;2;2;2;0
3967;0;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;4;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
3968;1;4;4;4;4;4;2;3;3;4;2;2;4;4;3;3;4;2;2;3;2;2;4;3;2;1;1;1;1;3;1;2;3;2;1;3;3;1;3
3969;1;2;2;2;2;3;3;1;1;1;2;1;3;2;2;2;2;1;2;3;1;1;3;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1
3970;1;3;2;3;2;1;2;1;3;2;2;2;4;4;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3971;1;3;2;3;3;2;2;4;3;2;3;3;3;3;2;2;3;2;2;3;2;2;3;3;2;2;2;1;2;2;2;1;2;3;3;3;2;3;3
3972;1;1;3;3;1;4;1;4;1;4;1;1;3;4;1;1;4;1;4;2;1;1;2;4;3;3;1;1;1;1;3;2;1;2;1;2;2;4;0
3973;0;4;4;4;4;2;4;4;4;4;4;3;4;4;4;4;4;2;2;3;3;3;1;3;4;4;3;4;3;3;2;3;4;4;4;4;4;4;2
3974;1;3;3;3;1;2;1;1;3;3;2;1;2;1;2;3;1;1;2;2;2;1;2;3;1;2;2;1;2;2;1;1;2;1;1;1;1;1;1
3975;0;2;3;2;2;2;2;2;3;2;2;2;4;2;2;2;2;1;1;2;1;1;4;1;2;1;3;1;1;1;3;1;1;1;1;1;1;1;1
3976;1;1;1;1;1;1;2;1;1;1;2;1;2;2;1;2;1;1;2;3;3;1;3;2;2;1;2;1;2;1;2;1;1;3;1;2;1;1;1
3977;1;3;3;3;3;1;2;1;3;1;3;2;3;2;2;3;3;1;2;2;2;2;3;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;0
3978;0;2;2;1;2;3;2;2;1;2;1;1;2;2;1;1;2;1;2;3;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1
3979;1;1;2;2;2;3;2;1;2;2;2;1;2;3;2;2;2;1;1;2;1;1;3;2;1;2;2;3;1;2;2;2;2;2;1;1;2;2;1
3980;1;3;3;3;3;2;3;4;3;3;3;3;3;3;2;3;4;2;2;2;2;2;2;2;3;1;1;1;1;2;1;1;2;2;3;3;1;3;3
3981;1;1;3;3;3;3;3;4;2;3;3;3;2;3;2;1;3;2;2;4;2;1;2;2;4;1;2;2;1;2;2;2;3;3;3;4;2;3;3
3982;0;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;3;2;3;3;2;0
3983;1;2;3;3;3;2;2;2;3;2;2;2;3;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;0
3984;1;2;2;2;2;2;1;3;2;1;1;3;2;3;2;2;3;1;1;2;2;1;2;1;3;1;2;1;2;1;1;1;1;2;2;3;2;3;1
3985;1;3;3;3;3;3;2;3;2;2;2;2;3;3;2;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;0
3986;1;2;3;3;2;3;2;3;2;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;3;1;2;2;1;2;1;2;2;2;3;3;1;3;0
3987;0;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
3988;1;3;4;4;4;1;2;4;2;1;3;2;3;4;2;4;4;1;2;4;3;2;2;2;4;1;2;2;4;1;3;1;2;1;1;2;1;4;3
3989;1;1;1;1;1;4;1;1;1;2;1;1;2;1;1;1;1;1;1;4;1;1;4;1;1;2;2;1;1;1;1;1;1;2;1;2;2;2;1
3990;1;2;2;2;2;2;2;1;2;3;2;2;3;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;2;3;2;3;2;3;2;2;3;2;0
3991;0;4;4;4;4;3;2;4;4;4;4;3;4;4;3;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3
3992;1;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;2;2;3;2;2;2;3;2;2;3;3;3;2;2;2;3;3;2;3;3;3;3
3993;1;2;3;3;3;3;2;4;2;2;2;3;3;3;2;3;4;2;3;2;3;2;3;3;3;2;3;2;2;3;1;1;2;2;3;2;2;3;3
3994;1;2;3;3;3;3;2;3;2;3;2;2;2;3;2;2;3;3;2;3;2;2;3;2;3;2;2;2;2;2;2;3;2;3;3;3;3;4;3
3995;1;2;3;3;3;2;3;4;2;3;2;3;3;2;3;2;3;1;2;2;3;2;2;2;4;2;2;2;3;2;2;3;3;3;2;3;1;3;3
3996;1;2;3;3;3;3;3;2;3;2;3;3;3;3;2;2;3;1;2;3;1;2;3;3;2;2;1;2;1;1;1;2;2;3;2;3;2;3;0
3997;1;3;3;3;3;3;3;3;3;2;3;2;3;3;2;3;3;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3
3998;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0
3999;1;3;3;3;3;2;2;2;3;3;3;2;3;2;3;3;3;2;2;3;2;2;3;3;2;2;2;3;3;3;3;3;3;3;2;3;2;3;3
4000;1;2;3;3;3;4;3;1;2;2;3;3;4;4;3;3;1;2;2;1;2;2;1;2;1;2;3;2;2;2;3;2;2;2;2;2;1;2;0
4001;1;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;1
4002;1;2;3;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;4;2;2;2;2;2;2;2;2;3;2;2;2;4;0
4003;1;1;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;1;2;3;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
4004;1;2;4;4;4;2;2;2;3;4;3;1;4;4;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
4005;1;2;2;3;3;3;2;2;2;1;2;2;2;2;1;2;3;1;2;3;2;2;4;2;3;2;2;2;2;2;2;3;3;3;2;2;3;2;0
4006;1;2;3;3;4;3;2;4;3;1;3;2;3;3;3;2;3;2;2;3;2;2;2;2;3;2;3;3;3;2;2;2;3;2;2;3;2;3;3
4007;1;4;4;4;4;3;1;2;3;1;4;3;4;4;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
4008;0;3;4;3;3;3;3;4;4;2;3;3;3;4;4;3;4;3;2;2;4;2;2;4;4;4;4;3;2;4;3;3;4;3;3;4;3;4;2
4009;1;3;2;2;2;2;2;2;3;3;2;1;3;3;2;3;2;1;1;2;1;1;4;3;1;1;2;1;1;1;1;1;2;1;1;2;1;1;1
4010;1;2;3;2;2;2;2;1;2;2;2;1;2;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
4011;0;3;3;4;3;3;3;3;3;2;2;2;3;3;3;3;2;2;1;2;2;1;2;2;1;1;2;2;2;1;1;2;1;1;1;1;1;1;0
4012;1;2;2;2;2;2;2;2;2;2;1;2;2;3;1;1;2;1;2;2;2;1;2;1;4;2;1;2;1;2;1;1;2;1;1;1;1;2;1
4013;1;2;3;2;3;2;2;1;3;2;3;2;3;4;3;3;2;2;4;2;3;2;3;3;1;2;2;2;3;2;4;2;3;3;2;2;1;1;0
4014;1;1;2;2;4;2;2;4;1;2;1;1;2;4;1;1;2;1;1;3;1;1;3;2;2;2;1;1;2;1;1;2;1;2;1;1;2;2;1
4015;1;3;4;4;4;1;2;4;3;4;4;2;4;4;3;4;4;2;2;1;3;3;1;4;4;3;3;3;2;2;4;2;4;3;4;4;3;4;2
4016;1;2;1;2;2;2;3;4;3;2;2;2;3;2;3;2;1;1;1;3;2;1;2;1;4;2;2;2;2;1;1;2;3;1;1;1;1;4;0
4017;0;4;4;4;4;4;3;4;4;1;3;1;4;4;4;4;4;2;2;2;3;2;2;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;2
4018;1;3;3;3;3;3;2;2;2;2;3;2;3;2;3;3;3;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;0
4019;1;2;2;3;3;3;2;3;3;2;2;2;3;3;2;2;3;2;2;3;2;2;3;2;2;1;2;1;2;1;2;2;2;2;1;3;2;1;0
4020;1;3;4;4;4;2;2;3;4;2;4;3;4;4;2;4;4;2;2;3;3;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3
4021;0;3;3;2;3;3;2;3;3;2;2;2;4;1;3;2;4;1;2;4;4;2;2;2;4;3;4;2;2;4;4;2;3;2;3;4;3;4;3
4022;1;2;2;2;2;3;3;1;2;2;1;1;2;2;2;2;3;2;1;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
4023;1;1;2;2;2;3;2;1;2;1;1;1;3;2;1;2;1;1;2;3;1;1;3;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1
4024;1;3;3;2;2;3;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;3;3;2;2;2;2;0
4025;1;2;2;2;2;3;2;3;2;1;2;1;3;4;2;2;2;1;1;2;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1
4026;0;2;3;3;3;3;1;4;3;2;3;2;3;3;3;3;2;2;1;3;1;2;4;2;4;2;2;2;3;2;2;2;2;2;2;3;2;3;3
4027;0;2;4;4;4;3;3;4;3;3;4;2;4;4;2;2;4;2;2;3;2;1;4;2;3;2;2;2;2;2;2;3;4;3;3;3;2;3;3
4028;0;2;2;2;2;3;3;2;2;2;2;1;3;3;2;2;2;2;2;2;2;2;3;2;1;1;2;1;2;1;2;1;1;2;2;2;2;2;0
4029;1;2;3;3;3;1;3;1;1;1;3;2;3;4;1;3;2;1;2;2;2;1;3;1;1;2;2;1;2;2;2;1;1;1;1;2;2;1;1
4030;1;3;3;2;3;2;2;1;3;2;2;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;2;2;2;3;2;2;2;3;3;2;0
4031;1;2;2;3;2;3;1;2;2;2;2;1;3;2;2;2;2;1;1;3;2;2;3;1;3;1;2;2;1;2;1;2;2;3;3;2;2;3;0
4032;1;2;4;4;4;2;2;2;3;2;4;2;3;2;2;4;4;2;2;2;2;2;2;3;2;2;1;2;2;2;1;2;2;3;2;3;2;2;3
4033;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
4034;1;2;3;3;3;3;2;3;2;2;2;2;3;3;2;2;2;2;2;3;3;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;0
4035;1;2;2;3;3;3;3;3;2;3;1;2;3;3;2;1;2;1;1;3;2;1;3;1;2;1;2;1;4;1;1;1;2;3;2;2;3;1;0
4036;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
4037;1;3;3;3;2;2;2;3;3;2;2;2;3;2;2;3;3;2;2;3;2;2;2;2;2;2;2;3;2;2;3;2;3;3;2;2;2;2;3
4038;1;2;1;3;2;1;2;3;1;2;2;3;3;1;1;1;2;2;2;1;2;3;1;3;1;2;1;2;2;1;1;3;3;2;1;1;1;2;0
4039;1;2;2;2;2;2;2;1;2;1;2;1;3;1;1;2;1;2;2;2;2;1;3;2;1;2;1;2;1;1;2;1;1;2;2;1;1;2;1
4040;1;3;3;3;3;2;3;4;3;2;3;3;3;4;4;3;3;2;3;2;3;3;2;3;3;3;3;3;4;3;2;3;3;3;3;3;3;3;2
4041;1;1;2;3;3;4;3;4;1;2;1;1;1;4;1;2;2;1;1;3;2;1;1;2;4;1;1;1;1;2;1;1;1;1;2;3;3;4;0
4042;1;2;2;2;2;3;2;2;3;2;2;2;3;2;2;2;3;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;2;2;2;2;1;2;0
4043;1;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;0
4044;1;2;3;3;3;2;3;2;2;1;3;1;3;1;2;2;4;2;2;2;2;2;4;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1
4045;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
4046;0;2;3;2;2;3;1;1;2;2;2;2;3;1;2;2;3;1;2;2;2;2;3;2;3;2;2;3;2;2;3;1;3;2;2;2;2;3;0
4047;1;3;3;3;3;2;2;3;3;3;3;3;3;2;2;3;2;2;2;2;2;2;1;2;2;3;2;3;2;2;3;2;2;2;2;3;2;2;3
4048;1;2;1;3;2;3;1;1;3;3;2;2;3;3;2;2;3;2;2;2;3;2;3;1;2;3;2;2;3;2;2;2;3;3;3;3;2;2;0
4049;1;3;3;3;3;3;2;3;3;3;3;2;3;3;2;2;3;2;2;2;3;3;3;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;0
4050;0;2;4;4;4;3;2;4;3;1;2;1;3;4;1;2;2;1;1;2;2;2;3;1;3;2;2;2;2;1;1;1;3;3;2;2;1;3;0
4051;1;2;3;3;2;2;1;3;3;2;3;2;3;4;2;3;2;1;2;3;2;2;3;2;3;3;2;3;2;3;2;3;3;3;2;3;2;2;3
4052;1;3;3;3;3;3;2;3;2;2;3;1;4;3;1;3;3;2;2;3;2;1;2;2;3;1;1;1;1;1;2;1;3;1;1;2;1;2;0
4053;1;1;1;2;2;3;4;4;2;2;2;2;2;2;2;1;3;1;1;4;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;3;2;0
4054;1;2;2;2;1;2;2;3;1;1;1;1;1;2;1;2;3;1;1;2;2;1;4;2;3;2;2;1;1;1;1;1;1;2;1;2;1;3;1
4055;0;2;2;2;2;3;2;2;1;1;2;2;2;3;2;2;3;3;2;3;2;2;2;2;2;3;2;1;2;2;2;2;2;2;3;3;2;3;0
