;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;cluster
1241;1;0;0;0;1;2.0;0.0;10;14;12;3;4;4;3;3;3;3;4;5;5;5;5;5;5;5;5;5;1
1242;1;0;0;0;1;2.0;0.0;10;8;10;3;4;4;4;4;3;2;4;5;5;5;5;5;5;5;5;5;1
1243;1;0;0;0;1;1.0;0.0;1;1;1;1;3;3;3;3;4;4;4;5;5;5;5;5;5;5;5;5;1
1244;1;0;0;0;1;1.0;0.0;2;1;1;1;4;4;4;4;3;3;3;4;4;4;5;5;4;4;4;4;1
1245;1;0;1;0;1;4.0;0.0;15;10;15;5;4;4;2;2;3;4;4;3;3;5;5;5;3;3;3;3;0
1246;1;0;0;0;1;2.0;0.0;3;1;3;3;3;3;3;3;3;4;4;4;4;4;5;4;5;4;4;3;0
1247;1;0;1;0;1;1.0;0.0;4;3;4;2;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
1248;0;1;0;0;2;0.0;1.0;2;2;1;1;4;4;4;4;3;4;2;4;4;4;4;5;5;4;4;4;4
1249;1;0;0;0;1;3.0;0.0;4;4;2;1;3;3;3;3;4;3;4;4;4;5;5;5;5;5;5;5;1
1250;1;0;0;0;1;3.0;0.0;2;4;2;1;4;4;4;4;4;3;4;4;4;4;5;5;5;5;4;4;1
1251;0;0;1;0;3;0.0;2.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1252;0;1;0;0;2;0.0;1.0;0;0;0;0;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;4
1253;1;0;1;0;1;2.0;0.0;5;4;3;1;1;3;1;3;3;3;3;4;4;4;4;4;4;4;4;4;0
1254;1;0;1;0;1;1.0;0.0;10;10;5;5;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1255;1;0;0;0;1;2.0;0.0;4;5;2;0;4;3;4;4;4;3;4;5;4;4;5;5;5;4;4;5;1
1256;1;0;0;0;1;2.0;0.0;5;2;5;0;4;4;3;3;4;4;4;5;4;5;5;5;5;5;5;5;1
1257;1;0;1;0;3;0.0;4.0;2;2;1;1;3;3;3;3;4;3;3;4;4;4;5;4;5;4;4;4;4
1258;1;0;0;0;1;2.0;0.0;2;1;1;0;4;4;3;3;4;2;2;4;4;4;5;5;5;4;4;5;1
1259;1;0;1;0;1;3.0;0.0;2;2;2;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1260;1;0;0;0;1;1.0;0.0;1;3;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1261;1;0;0;0;1;2.0;0.0;4;3;2;1;3;2;2;2;3;3;3;3;3;5;5;4;5;5;4;4;0
1262;1;0;1;0;1;2.0;0.0;20;10;0;0;2;2;3;3;4;2;2;5;5;5;4;5;5;5;3;4;0
1263;1;0;0;0;1;5.0;0.0;50;40;30;5;4;4;4;4;2;1;4;4;5;5;5;5;5;5;4;5;2
1264;1;0;0;0;1;2.0;0.0;10;20;5;2;4;4;3;3;3;2;4;4;4;5;5;5;5;5;4;5;1
1265;1;0;1;0;1;3.0;0.0;10;12;10;1;1;3;3;4;3;1;4;4;4;5;5;5;5;5;5;4;1
1266;0;1;0;0;2;0.0;2.0;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1267;0;1;0;0;2;0.0;2.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1268;1;1;1;0;2;0.0;2.0;4;3;4;3;2;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;3
1269;1;0;0;0;1;1.0;0.0;1;1;1;0;4;4;4;4;3;3;3;5;5;4;5;5;5;5;5;5;1
1270;0;1;0;0;2;0.0;1.0;1;0;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1271;0;1;0;0;2;0.0;1.0;5;3;1;0;3;4;3;4;3;2;2;3;3;5;5;5;5;4;5;4;4
1272;0;0;1;0;3;0.0;2.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1273;0;1;0;0;2;0.0;1.0;1;2;1;1;2;1;2;2;3;3;4;5;5;5;5;5;5;5;5;5;4
1274;1;0;0;0;1;1.0;0.0;1;2;1;0;2;3;3;3;4;3;4;5;5;5;5;5;5;5;5;5;1
1275;1;1;1;0;3;0.0;4.0;2;2;1;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;4
1276;0;1;0;0;2;0.0;1.0;2;2;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1277;0;0;1;0;3;0.0;2.0;1;1;0;0;3;3;4;3;4;3;2;4;4;5;5;5;5;5;5;5;4
1278;1;0;1;0;1;4.0;0.0;30;35;30;15;3;3;3;3;3;2;4;4;3;5;5;5;5;5;5;4;2
1279;1;0;0;0;1;4.0;0.0;5;3;3;1;4;4;3;3;3;4;4;4;4;5;5;5;5;5;4;5;1
1280;1;0;1;0;3;0.0;4.0;10;10;15;0;4;4;4;4;3;3;4;4;4;4;5;5;5;5;4;4;4
1281;1;0;0;0;1;5.0;0.0;15;30;10;5;4;4;4;3;2;1;2;4;4;4;4;5;5;4;4;4;2
1282;1;1;1;0;1;3.0;0.0;4;4;0;0;1;3;2;4;2;3;4;3;5;5;3;4;5;4;5;4;0
1283;1;0;1;0;1;2.0;0.0;5;6;8;2;1;2;2;1;4;4;4;5;5;5;5;5;5;5;5;5;1
1284;0;1;0;0;2;0.0;4.0;1;1;0;0;3;4;2;3;3;3;3;5;4;5;5;5;5;5;5;5;4
1285;1;0;0;0;1;2.0;0.0;2;3;1;1;3;3;2;2;4;3;3;5;5;5;5;5;5;5;5;5;1
1286;1;0;0;0;1;1.0;0.0;3;2;2;1;3;3;3;3;2;2;3;5;4;5;5;5;5;5;5;4;1
1287;1;0;0;0;1;2.0;0.0;1;2;1;0;3;3;3;3;2;3;4;4;4;5;5;4;5;4;4;5;0
1288;1;0;1;0;1;3.0;0.0;10;8;5;2;2;3;2;4;2;2;4;5;5;5;5;5;5;5;5;4;1
1289;1;0;1;0;1;4.0;0.0;35;35;15;5;4;4;4;4;3;2;2;5;4;5;5;5;5;5;5;5;2
1290;1;0;1;0;1;1.0;0.0;1;1;1;1;1;3;4;4;3;3;3;4;4;5;5;5;5;5;4;5;1
1291;1;0;1;0;1;5.0;0.0;8;12;3;3;1;1;1;2;2;2;1;2;2;2;3;2;2;2;2;2;3
1292;0;0;1;0;3;0.0;4.0;1;1;1;0;3;3;4;4;4;4;4;4;4;5;5;4;5;5;4;5;4
1293;1;0;1;0;1;3.0;0.0;2;4;2;0;1;4;4;3;4;4;4;5;5;5;5;5;5;5;5;5;1
1294;1;0;1;0;1;2.0;0.0;3;2;3;1;2;3;2;2;2;2;2;3;3;4;4;4;4;4;4;3;0
1295;1;0;1;0;1;1.0;0.0;15;10;2;0;3;3;3;3;3;3;4;4;3;5;5;5;5;5;4;5;1
1296;1;0;0;0;1;2.0;0.0;5;2;1;0;3;3;3;2;4;3;3;3;4;4;4;5;5;4;4;4;0
1297;1;0;1;0;3;0.0;3.0;2;2;1;0;2;3;2;3;3;4;3;4;4;5;5;3;3;5;4;4;0
1298;0;1;0;0;2;0.0;2.0;1;1;1;0;3;4;3;4;4;4;4;5;5;5;5;5;5;5;4;5;4
1299;0;1;0;0;2;0.0;1.0;10;15;10;5;2;3;2;3;2;3;2;2;4;4;4;4;4;5;4;4;0
1300;1;0;0;0;1;2.0;0.0;2;3;4;0;3;3;3;3;4;4;3;3;2;3;3;2;3;3;3;3;3
1301;1;0;0;0;1;1.0;0.0;3;2;2;1;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;5;1
1302;1;0;0;0;1;4.0;0.0;0;4;4;0;4;4;4;4;4;4;4;5;3;5;2;3;5;5;3;5;1
1303;1;0;1;0;1;2.0;0.0;10;15;5;0;3;3;3;3;3;1;4;4;4;5;4;4;4;5;4;4;0
1304;1;0;1;0;3;0.0;2.0;1;2;1;0;4;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3
1305;1;0;1;0;1;2.0;0.0;2;2;2;0;3;4;4;4;4;4;1;4;4;5;5;5;5;5;4;4;1
1306;1;0;0;0;1;1.0;0.0;2;2;2;0;1;2;2;2;2;2;2;4;3;2;2;2;3;2;2;3;3
1307;1;0;0;0;1;3.0;0.0;2;3;1;0;2;2;4;4;4;2;4;2;5;5;5;5;5;5;5;2;0
1308;1;0;0;0;1;5.0;0.0;5;8;5;1;4;4;3;3;3;3;3;4;4;5;5;5;5;5;4;5;1
1309;1;0;1;0;1;1.0;0.0;2;1;3;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1310;1;0;0;0;1;2.0;0.0;4;5;3;1;4;4;3;3;3;3;2;4;4;4;4;4;4;4;4;4;0
1311;1;0;1;0;1;3.0;0.0;10;15;2;0;4;4;4;3;3;3;4;5;4;5;5;5;5;5;5;5;1
1312;1;0;0;0;1;3.0;0.0;2;2;3;1;4;4;4;4;4;4;4;5;5;4;5;5;5;5;5;5;1
1313;1;0;0;0;1;5.0;0.0;16;10;20;10;4;3;3;3;3;1;3;4;4;5;4;5;5;5;5;5;2
1314;1;0;0;0;1;1.0;0.0;1;1;1;0;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;1
1315;1;0;1;0;1;1.0;0.0;3;3;1;0;3;2;3;2;4;4;4;4;3;5;5;5;5;5;3;5;0
1316;0;1;0;0;2;0.0;1.0;1;1;1;15;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
1317;1;0;1;0;1;3.0;0.0;4;4;4;1;3;3;3;3;3;3;4;4;4;5;5;5;5;5;4;5;1
1318;1;0;0;0;1;1.0;0.0;3;3;3;1;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;1
1319;1;0;0;0;1;3.0;0.0;8;4;4;0;4;4;3;3;3;3;3;4;5;5;5;5;5;5;4;5;1
1320;0;1;0;0;2;0.0;1.0;3;5;3;1;3;3;3;4;3;4;2;4;5;5;5;4;5;5;5;5;4
1321;1;0;1;0;1;2.0;0.0;16;5;9;2;4;4;2;2;1;1;2;3;4;4;5;5;5;5;4;5;0
1322;0;0;1;0;3;0.0;2.0;1;1;0;0;3;3;2;3;2;4;3;2;4;3;3;4;5;4;4;4;0
1323;1;0;0;0;1;1.0;0.0;30;30;30;0;1;3;4;4;4;4;4;3;3;3;4;3;3;4;5;3;2
1324;1;1;0;0;1;1.0;0.0;2;2;1;0;4;4;4;4;4;3;2;5;5;5;5;5;5;5;5;5;1
1325;1;1;0;0;1;2.0;0.0;4;2;2;1;4;3;4;3;2;1;2;3;3;4;3;3;3;4;4;4;0
1326;0;1;0;0;2;0.0;2.0;2;0;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1327;1;0;0;0;1;3.0;0.0;7;7;7;0;3;4;4;4;3;2;4;5;5;5;5;5;5;5;5;5;1
1328;1;0;1;0;1;2.0;0.0;30;20;10;0;4;3;4;3;3;4;4;5;4;4;5;4;5;5;4;5;2
1329;1;1;0;0;1;2.0;0.0;4;5;2;0;4;4;3;3;3;2;2;4;4;4;4;3;4;4;4;4;0
1330;1;0;1;0;1;1.0;0.0;3;5;3;0;4;4;4;4;4;2;3;5;5;5;5;5;5;5;5;5;1
1331;1;0;1;0;1;2.0;0.0;4;8;4;1;3;4;2;4;3;4;1;4;3;5;5;5;5;5;4;5;0
1332;0;1;0;0;2;0.0;1.0;2;1;1;0;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
1333;1;0;1;0;1;1.0;0.0;4;6;8;2;3;4;3;3;4;3;4;4;4;5;5;5;5;5;5;4;1
1334;1;0;1;0;1;2.0;0.0;35;20;20;15;4;4;3;4;3;3;3;5;5;5;5;5;5;5;5;5;2
1335;1;0;0;0;1;5.0;0.0;2;3;2;0;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;1
1336;1;0;0;0;1;5.0;0.0;2;2;2;0;4;4;4;4;3;3;3;4;3;5;5;5;5;5;4;4;1
1337;1;0;0;0;1;2.0;0.0;1;2;1;0;4;4;4;4;4;4;3;5;5;5;5;5;4;5;4;4;1
1338;1;1;0;0;2;0.0;2.0;1;1;0;0;4;3;4;4;4;4;2;4;4;4;5;3;5;5;5;5;4
1339;1;1;1;0;1;2.0;0.0;10;10;8;1;3;3;3;3;3;2;2;4;4;4;5;4;5;5;4;4;0
1340;1;0;0;0;1;1.0;0.0;10;3;5;0;4;4;3;3;3;1;4;5;5;5;5;5;5;5;5;5;1
1341;1;0;0;0;1;1.0;0.0;4;4;2;0;3;2;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
1342;1;0;1;0;1;4.0;0.0;12;5;10;1;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;1
1343;1;0;1;0;1;1.0;0.0;2;6;2;1;2;3;2;3;3;2;4;5;5;5;5;5;5;5;5;5;1
1344;1;0;0;0;1;2.0;0.0;10;5;15;1;4;4;4;4;4;4;4;3;5;5;5;5;5;5;3;4;1
1345;1;0;0;0;1;2.0;0.0;4;2;3;0;2;1;3;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1346;1;0;0;0;1;2.0;0.0;1;1;2;0;3;3;3;3;3;4;3;4;4;4;4;4;4;4;3;4;0
1347;0;1;0;0;2;0.0;1.0;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1348;1;0;0;0;1;2.0;0.0;1;2;1;0;4;4;4;4;4;4;3;4;4;5;4;3;5;5;4;4;1
1349;1;0;1;0;1;5.0;0.0;15;10;15;5;4;4;3;3;3;1;4;5;5;5;5;5;5;5;5;5;2
1350;0;1;0;0;2;0.0;2.0;1;1;1;1;4;4;4;4;4;4;2;3;2;4;4;5;5;5;2;4;4
1351;1;1;1;0;1;3.0;0.0;3;3;1;1;2;3;3;3;4;4;3;5;5;5;5;5;4;5;5;5;1
1352;1;0;1;0;1;1.0;0.0;2;3;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1353;1;0;1;0;3;0.0;2.0;3;4;1;1;1;3;4;4;4;1;1;3;2;3;3;2;2;3;3;3;3
1354;1;0;1;0;1;3.0;0.0;10;10;5;1;3;2;3;3;3;3;3;4;4;4;5;1;5;4;4;5;0
1355;0;0;1;0;3;0.0;4.0;1;1;1;1;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
1356;0;1;0;0;2;0.0;1.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1357;1;0;0;0;1;3.0;0.0;6;6;4;2;4;4;4;4;3;3;3;3;4;4;5;4;5;5;4;3;0
1358;0;1;0;0;2;0.0;2.0;2;2;3;2;4;4;3;4;3;3;3;4;4;5;4;4;3;5;4;4;4
1359;1;1;1;0;3;0.0;2.0;1;1;1;0;4;4;3;3;4;4;1;4;4;5;5;5;5;5;5;4;4
1360;1;0;1;0;1;1.0;0.0;10;6;6;2;4;4;3;3;4;1;3;4;4;5;5;4;5;4;5;4;1
1361;1;0;1;0;1;1.0;0.0;5;5;5;3;4;4;3;3;2;2;2;4;3;4;4;4;4;4;4;4;0
1362;0;0;1;0;3;0.0;1.0;1;1;1;1;4;4;4;4;4;3;3;4;4;4;5;5;5;4;4;4;4
1363;0;1;0;0;2;0.0;1.0;20;0;20;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1364;1;0;1;0;1;2.0;0.0;6;3;3;1;4;4;3;3;4;2;3;5;5;5;5;5;5;5;5;5;1
1365;1;0;0;0;1;1.0;0.0;10;8;10;2;4;4;3;3;3;4;4;4;3;5;5;5;5;5;4;4;1
1366;1;0;0;0;1;2.0;0.0;8;4;8;4;3;3;2;2;3;2;2;3;3;3;4;5;5;3;2;3;0
1367;0;0;1;0;3;0.0;2.0;1;1;1;0;1;3;1;3;3;3;3;3;3;3;3;3;4;3;3;3;3
1368;1;0;1;0;1;2.0;0.0;2;1;2;1;1;3;1;3;2;2;3;4;4;4;5;4;4;4;4;4;0
1369;1;0;0;0;1;1.0;0.0;5;7;5;1;4;4;3;3;3;1;3;4;4;4;5;5;5;5;4;4;0
1370;1;1;1;0;1;4.0;0.0;24;18;24;10;4;4;4;4;2;2;3;4;5;5;5;4;5;5;4;3;2
1371;1;0;1;0;1;5.0;0.0;5;20;10;1;3;3;3;3;1;1;4;2;3;2;2;2;2;2;2;3;3
1372;1;0;0;0;1;4.0;0.0;15;5;15;10;4;3;3;3;4;4;4;4;5;5;5;5;5;5;4;4;2
1373;1;0;0;0;1;1.0;0.0;0;1;0;0;3;3;3;3;2;2;3;4;4;4;4;4;5;4;4;4;0
1374;1;0;0;0;1;1.0;0.0;2;3;1;0;4;3;3;3;4;4;3;4;5;4;5;5;5;5;4;4;1
1375;1;0;0;0;1;2.0;0.0;10;10;4;2;3;4;2;4;2;1;2;3;5;5;5;5;5;5;4;5;0
1376;1;0;0;0;1;2.0;0.0;6;4;6;4;3;3;4;3;3;1;3;4;4;5;5;5;5;5;4;4;1
1377;1;0;0;0;1;1.0;0.0;1;1;0;0;3;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;1
1378;0;1;1;0;3;0.0;2.0;2;1;2;1;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;4
1379;0;1;1;0;3;0.0;2.0;2;3;2;2;2;4;4;4;3;4;3;3;3;4;5;3;4;4;4;3;4
1380;0;1;0;0;2;0.0;1.0;3;3;1;1;3;3;3;3;3;4;3;4;3;4;4;4;4;4;3;4;0
1381;1;0;1;0;1;1.0;0.0;5;6;4;0;4;4;4;4;3;1;4;5;5;5;5;4;5;5;5;5;1
1382;1;0;1;0;1;1.0;0.0;20;20;15;1;4;4;4;4;3;1;4;5;5;5;5;5;5;5;5;5;2
1383;1;0;1;0;1;1.0;0.0;2;1;0;0;4;4;3;3;4;3;4;5;5;5;5;5;5;5;5;5;1
1384;1;0;1;0;1;2.0;0.0;10;20;5;0;2;2;2;2;2;3;2;3;2;3;2;3;2;3;2;3;3
1385;0;1;0;0;2;0.0;1.0;1;1;0;0;4;4;4;4;3;4;3;5;5;5;5;5;5;5;5;5;4
1386;1;0;0;0;1;1.0;0.0;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1387;1;0;0;0;1;2.0;0.0;1;1;1;0;4;3;1;3;2;3;4;5;5;5;5;5;5;5;5;5;1
1388;1;0;0;0;1;3.0;0.0;10;5;20;10;3;4;4;3;1;3;2;3;4;4;5;2;4;5;4;4;2
1389;1;0;0;0;1;2.0;0.0;4;4;2;0;4;4;3;3;3;3;3;5;5;5;5;5;5;5;5;5;1
1390;0;1;0;0;2;0.0;1.0;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3
1391;1;0;0;0;1;1.0;0.0;0;0;1;0;4;4;4;4;3;4;4;4;5;5;5;5;5;5;5;5;1
1392;1;0;1;0;1;1.0;0.0;1;2;1;0;4;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1393;1;0;0;0;1;5.0;0.0;30;15;20;10;4;4;3;3;3;3;2;5;4;5;5;5;5;5;5;4;2
1394;1;0;0;0;1;3.0;0.0;5;10;5;1;4;4;3;4;3;3;2;5;5;5;5;5;5;5;5;5;1
1395;1;0;0;0;1;2.0;0.0;4;5;3;1;3;3;3;3;1;2;4;4;5;5;4;5;5;5;4;4;0
1396;0;0;1;0;3;0.0;2.0;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1397;1;0;0;0;1;4.0;0.0;2;4;1;0;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;0
1398;1;0;0;0;1;2.0;0.0;20;30;20;10;1;4;4;4;4;4;4;4;3;5;5;5;5;5;5;5;2
1399;1;1;0;0;1;4.0;0.0;10;15;20;0;4;4;3;4;1;1;1;5;5;5;5;5;5;5;5;5;2
1400;1;0;1;0;1;1.0;0.0;2;1;3;1;3;4;3;4;3;2;3;4;4;5;5;5;5;5;5;4;1
1401;0;1;0;0;2;0.0;1.0;1;1;1;1;4;4;4;4;3;3;3;4;4;4;5;2;3;3;4;4;4
1402;1;0;0;0;1;1.0;0.0;3;4;3;0;4;4;3;3;2;2;3;5;4;5;4;5;5;5;5;4;1
1403;0;1;0;0;2;0.0;1.0;29;20;10;5;2;3;2;3;3;3;3;4;4;4;4;4;4;4;4;4;2
1404;1;0;0;0;1;1.0;0.0;3;3;2;1;4;3;4;4;3;2;4;5;5;5;5;5;5;5;5;5;1
1405;0;1;0;0;2;0.0;2.0;1;1;1;0;3;4;4;4;3;3;4;4;4;4;5;5;5;4;4;4;4
1406;1;0;0;0;1;1.0;0.0;4;4;2;0;2;3;2;3;3;4;3;3;3;5;5;4;5;5;5;4;0
1407;1;0;0;0;1;3.0;0.0;10;5;10;5;1;4;4;4;4;4;4;3;3;5;5;3;5;3;5;5;1
1408;0;1;0;0;2;0.0;1.0;4;8;4;2;2;3;3;3;2;1;1;3;3;3;3;3;3;3;3;3;3
1409;1;0;0;0;1;2.0;0.0;4;3;3;2;4;4;4;4;3;4;2;5;5;5;5;4;5;5;4;5;1
1410;1;1;0;0;2;0.0;1.0;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1411;0;1;0;0;2;0.0;1.0;15;30;10;10;1;2;4;4;4;4;2;2;2;2;1;1;2;2;2;2;3
1412;1;0;0;0;1;2.0;0.0;10;12;10;5;4;4;3;4;4;2;4;5;5;5;5;5;5;5;5;5;1
1413;1;0;1;0;1;1.0;0.0;2;2;4;2;3;4;3;3;3;3;2;4;4;4;4;4;4;4;4;4;0
1414;1;0;1;0;1;3.0;0.0;30;30;15;0;4;4;4;4;3;3;3;4;4;5;5;5;5;5;5;4;2
1415;1;0;0;0;1;2.0;0.0;1;0;0;0;3;3;2;3;4;3;3;4;4;5;5;5;5;5;5;5;1
1416;1;0;0;0;1;5.0;0.0;10;10;10;10;1;2;3;3;3;3;3;3;5;5;5;5;5;5;4;5;2
1417;1;0;1;0;1;2.0;0.0;5;1;4;1;3;3;3;3;2;3;2;3;3;3;3;4;3;3;3;3;3
1418;0;1;0;0;2;0.0;2.0;1;2;1;1;4;4;4;4;4;4;3;4;4;5;5;5;5;5;4;4;4
1419;1;0;0;0;1;2.0;0.0;3;3;2;1;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1420;1;0;0;0;1;1.0;0.0;2;2;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1421;1;0;0;0;1;1.0;0.0;1;2;0;0;4;3;3;4;4;3;4;4;5;5;5;5;5;4;5;5;1
1422;1;0;1;0;1;2.0;0.0;2;3;1;0;4;4;4;4;3;4;4;4;5;5;5;5;5;5;5;5;1
1423;0;0;1;0;3;0.0;3.0;8;16;8;5;4;4;3;3;3;4;4;3;4;5;5;5;5;5;4;4;4
1424;1;0;0;0;1;4.0;0.0;10;5;5;0;4;4;1;1;2;1;3;5;5;5;5;5;5;5;5;5;1
1425;0;1;0;0;2;0.0;1.0;2;2;0;0;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1426;1;0;1;0;1;4.0;0.0;15;10;5;5;4;4;4;4;4;4;2;5;5;5;5;5;5;4;5;5;1
1427;0;0;1;0;3;0.0;3.0;1;1;1;0;4;3;4;4;3;3;4;5;5;5;5;5;5;5;5;5;4
1428;1;0;1;0;1;2.0;0.0;10;10;10;2;1;1;2;2;1;1;2;5;5;5;5;5;5;5;5;4;0
1429;1;0;0;0;1;1.0;0.0;0;0;0;0;4;4;4;4;4;4;1;1;1;1;1;1;2;1;1;1;3
1430;0;0;1;0;3;0.0;4.0;0;0;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1431;1;0;0;0;1;3.0;0.0;20;20;20;8;1;3;1;3;4;4;4;4;4;4;5;5;5;5;4;4;2
1432;1;0;1;0;3;0.0;2.0;2;2;2;2;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1433;1;0;0;0;1;2.0;0.0;1;1;0;0;4;4;3;4;4;4;4;4;3;5;5;5;5;5;5;4;1
1434;1;0;0;0;1;1.0;0.0;4;6;2;0;4;4;2;2;4;4;3;5;5;5;5;5;5;5;5;5;1
1435;1;0;0;0;1;1.0;0.0;2;2;1;0;4;4;3;3;4;3;3;4;4;5;5;5;5;5;5;5;1
1436;0;1;0;0;2;0.0;3.0;15;20;15;25;4;4;4;4;1;2;4;3;5;5;5;1;5;5;3;4;2
1437;0;0;1;0;3;0.0;4.0;1;1;1;1;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;4
1438;1;0;1;0;1;3.0;0.0;6;3;3;2;3;2;3;3;1;2;2;3;3;3;2;2;3;3;2;3;3
1439;1;0;0;0;1;4.0;0.0;2;5;2;1;4;4;4;4;4;1;4;5;5;5;5;5;5;5;5;5;1
1440;1;0;0;0;1;2.0;0.0;5;8;7;1;4;4;4;4;2;1;3;5;5;5;5;5;5;5;5;4;1
1441;1;0;0;0;1;1.0;0.0;2;1;1;0;1;1;1;2;3;3;4;5;5;5;5;5;5;5;4;5;0
1442;1;1;1;0;1;1.0;0.0;4;8;6;4;3;3;3;3;3;1;3;3;3;3;5;4;4;3;4;3;0
1443;0;1;0;0;2;0.0;1.0;1;1;1;0;4;4;4;4;4;4;3;4;4;5;5;5;5;5;5;5;4
1444;1;0;1;0;1;1.0;0.0;2;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
1445;1;0;0;0;1;3.0;0.0;2;3;1;0;4;4;4;4;4;3;4;4;4;4;5;4;5;4;4;4;1
1446;1;1;1;0;1;2.0;0.0;4;6;4;2;1;2;3;4;3;2;3;3;3;5;5;5;5;5;3;3;0
1447;1;0;0;0;1;2.0;0.0;4;5;3;1;4;4;4;4;4;1;4;5;5;5;5;5;5;5;4;5;1
1448;0;1;0;0;2;0.0;1.0;0;0;0;1;4;4;4;4;4;4;2;4;4;5;4;5;5;5;5;4;4
1449;1;0;0;0;1;2.0;0.0;6;10;9;7;3;3;3;3;4;3;3;5;5;5;5;5;5;5;5;5;1
1450;1;0;0;0;1;1.0;0.0;4;5;4;1;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
1451;0;1;0;0;2;0.0;1.0;17;1;0;0;3;3;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
1452;0;1;0;0;2;0.0;2.0;2;2;2;0;4;3;3;4;4;3;3;2;4;4;4;1;5;4;2;2;0
1453;1;0;0;0;1;3.0;0.0;2;3;1;1;1;4;1;4;3;2;4;4;3;4;4;4;4;4;4;4;0
1454;0;1;0;0;2;0.0;1.0;1;1;1;2;4;3;3;2;3;4;2;5;4;4;5;4;5;4;4;4;4
1455;1;0;0;0;1;3.0;0.0;12;17;8;0;1;3;2;3;4;4;4;5;5;5;5;5;5;5;5;5;1
1456;1;0;1;0;1;2.0;0.0;2;2;2;2;4;4;3;3;1;2;1;3;4;5;5;5;5;5;4;1;0
1457;0;1;0;0;2;0.0;1.0;1;2;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
1458;1;0;1;0;1;2.0;0.0;14;20;20;8;4;2;3;4;3;2;3;5;4;3;5;3;5;5;5;4;2
1459;0;0;1;0;3;0.0;4.0;2;1;3;1;3;4;3;4;3;3;3;5;5;5;5;5;5;5;5;5;4
